0,1
train/001.Black_footed_Albatross\Black_footed_Albatross_0021_2443213385.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0022_2790657121.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0023_2444044326.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0024_2444047518.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0025_2446371730.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0026_2445548469.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0027_2134388676.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0028_2801836036.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0029_2133609753.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0030_2444057668.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0031_2445546631.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0032_1465369016.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0033_2472109427.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0034_2134386992.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0035_1357619035.jpg,0
train/001.Black_footed_Albatross\Black_footed_Albatross_0036_2444863345.jpg,0
train/002.Laysan_Albatross\Laysan_Albatross_0007_2761419013.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0008_2425914750.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0009_2425096243.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0010_2303935067.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0011_2783435831.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0012_23046782.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0013_23046783.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0014_174432783.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0015_313326964.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0016_64734298.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0017_444229386.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0018_2755886291.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0019_2432472951.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0020_2797723167.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0021_2478333779.jpg,1
train/002.Laysan_Albatross\Laysan_Albatross_0022_2447933734.jpg,1
train/003.Sooty_Albatross\Sooty_Albatross_0007_259334033.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0008_160778084.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0009_2162719616.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0010_496156144.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0011_686820175.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0012_687681084.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0013_496156286.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0014_496189445.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0015_496189203.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0016_391297429.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0017_391297426.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0018_25628557.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0019_xxx.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0020_2180373314.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0021_2753624466.jpg,2
train/003.Sooty_Albatross\Sooty_Albatross_0022_2752780433.jpg,2
train/004.Groove_billed_Ani\Groove_billed_Ani_0014_414112726.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0015_2292516990.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0016_59214488.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0017_2407127570.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0018_1231743571.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0019_2946094044.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0020_2751385203.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0021_483532445.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0022_335235776.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0023_2734926572.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0024_3001839411.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0025_1974827705.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0026_1343988315.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0027_1344877998.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0028_2744130539.jpg,3
train/004.Groove_billed_Ani\Groove_billed_Ani_0029_2581745991.jpg,3
train/005.Crested_Auklet\Crested_Auklet_0008_2771761648.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0009_2598577217.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0010_750898202.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0011_749608288.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0012_751253546.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0013_2599408208.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0014_103482387.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0015_2484284075.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0016_1415357086.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0017_1297094692.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0018_1297094698.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0019_2576628433.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0020_422144544.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0021_1297094684.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0022_422144545.jpg,4
train/005.Crested_Auklet\Crested_Auklet_0023_422144547.jpg,4
train/006.Least_Auklet\Least_Auklet_0013_748747449.jpg,5
train/006.Least_Auklet\Least_Auklet_0014_2599407996.jpg,5
train/006.Least_Auklet\Least_Auklet_0015_748747197.jpg,5
train/006.Least_Auklet\Least_Auklet_0016_2903461589.jpg,5
train/006.Least_Auklet\Least_Auklet_0017_422162709.jpg,5
train/006.Least_Auklet\Least_Auklet_0018_422162686.jpg,5
train/006.Least_Auklet\Least_Auklet_0019_422162681.jpg,5
train/006.Least_Auklet\Least_Auklet_0020_1296242193.jpg,5
train/006.Least_Auklet\Least_Auklet_0021_1296242183.jpg,5
train/006.Least_Auklet\Least_Auklet_0022_993007225.jpg,5
train/006.Least_Auklet\Least_Auklet_0023_2408307183.jpg,5
train/006.Least_Auklet\Least_Auklet_0024_1405107390.jpg,5
train/006.Least_Auklet\Least_Auklet_0025_1296242169.jpg,5
train/006.Least_Auklet\Least_Auklet_0026_422162690.jpg,5
train/006.Least_Auklet\Least_Auklet_0027_422162693.jpg,5
train/006.Least_Auklet\Least_Auklet_0028_1296242177.jpg,5
train/007.Parakeet_Auklet\Parakeet_Auklet_0016_794983732.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0017_2413402495.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0018_2598577557.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0019_2598577413.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0020_993007317.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0021_422552650.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0022_2737107606.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0023_1296247471.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0024_846242681.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0025_1316312479.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0026_1415636114.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0027_2676149281.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0028_1296247465.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0029_1297120844.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0030_422552648.jpg,6
train/007.Parakeet_Auklet\Parakeet_Auklet_0031_422552637.jpg,6
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0017_765922003.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0018_459515769.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0019_1232573433.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0020_172412571.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0021_2568978736.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0022_2421989415.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0023_3073852636.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0024_2718152733.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0025_1133842516.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0026_2211152978.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0027_2671199517.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0028_1109884434.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0029_2664097401.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0030_2744259331.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0031_7658455.jpg,7
train/008.Rhinoceros_Auklet\Rhinoceros_Auklet_0032_2895204221.jpg,7
train/009.Brewer_Blackbird\Brewer_Blackbird_0007_2467073350.jpg,8
train/009.Brewer_Blackbird\Brewer_Blackbird_0008_2916336305.jpg,8
train/009.Brewer_Blackbird\Brewer_Blackbird_0009_327560725.jpg,8
train/009.Brewer_Blackbird\Brewer_Blackbird_0010_2487470293.jpg,8
train/009.Brewer_Blackbird\Brewer_Blackbird_0011_2586016547.jpg,8
train/009.Brewer_Blackbird\Brewer_Blackbird_0012_743374198.jpg,8
train/009.Brewer_Blackbird\Brewer_Blackbird_0013_1947920591.jpg,8
train/009.Brewer_Blackbird\Brewer_Blackbird_0014_2560745108.jpg,8
train/009.Brewer_Blackbird\Brewer_Blackbird_0015_469388537.jpg,8
train/009.Brewer_Blackbird\Brewer_Blackbird_0016_162093642.jpg,8
